City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Tabat,ID,-2.635,115.2274,74.93,97,100,1.16,light rain
341,Bumba,CD,2.1833,22.4667,95.81,30,98,1.99,overcast clouds
342,Ostrovnoy,RU,68.0531,39.5131,35.92,93,100,35.03,overcast clouds
343,Ukiah,US,39.1502,-123.2078,48.36,89,100,3.44,overcast clouds
344,Kang,BW,-23.6752,22.7876,78.3,39,44,7.45,scattered clouds
345,Tungor,RU,53.3808,142.9564,23.2,97,99,10.4,overcast clouds
346,Mwingi,KE,-0.9344,38.0601,85.5,33,82,10.07,broken clouds
347,Valdivia,CL,-39.8142,-73.2459,53.69,44,100,2.19,overcast clouds
348,Atambua,ID,-9.1061,124.8925,74.39,88,100,3.91,overcast clouds
349,Kota Kinabalu,MY,5.9749,116.0724,76.98,94,20,5.99,few clouds
350,Jati,PK,24.3539,68.2671,82.69,50,3,14.72,clear sky
351,Kitimat,CA,54.0524,-128.6534,35.91,32,98,3.78,overcast clouds
352,Kondinskoye,RU,59.6481,67.41,32.34,91,100,10.49,overcast clouds
353,Dom Pedrito,BR,-30.9828,-54.6731,66.36,43,0,10.18,clear sky
354,Priiskovyy,RU,51.9333,116.6333,4.59,98,100,1.5,overcast clouds
355,Turkistan,KZ,43,68,39.06,49,0,8.52,clear sky
356,Port Lincoln,AU,-34.7333,135.8667,65.07,88,83,11.83,broken clouds
357,Windsor,CA,42.3001,-83.0165,50.11,96,100,11.5,mist
358,Nouadhibou,MR,20.931,-17.0347,69.78,68,0,20.71,clear sky
359,Wetaskiwin,CA,52.9668,-113.3687,22.41,93,11,3.11,few clouds
360,Pueblo Nuevo,MX,23.3833,-105.3833,61.61,10,1,2.91,clear sky
361,Cururupu,BR,-1.8283,-44.8683,78.71,85,100,4.23,moderate rain
362,Ahipara,NZ,-35.1667,173.1667,65.66,88,27,13.96,light rain
363,Dormidontovka,RU,47.7702,134.9076,-1.77,100,80,2.42,broken clouds
364,Alvaraes,BR,-3.2208,-64.8042,85.87,74,100,3.65,overcast clouds
365,Rawson,AR,-43.3002,-65.1023,55.98,50,60,12.8,broken clouds
366,Gualeguay,AR,-33.1416,-59.3097,66.65,33,1,8.41,clear sky
367,Oakdale,US,44.963,-92.9649,32.32,94,100,5.75,overcast clouds
368,Auki,SB,-8.7676,160.7034,77.4,87,100,3.38,overcast clouds
369,Teya,RU,60.3778,92.6267,22.95,91,100,9.31,overcast clouds
370,Boa Vista,BR,2.8197,-60.6733,82.38,65,75,13.8,broken clouds
371,Nassau,US,40.7507,-73.5829,61.81,78,100,9.22,overcast clouds
372,Araouane,ML,18.9048,-3.5265,93.96,9,0,5.97,clear sky
373,Visp,CH,46.2937,7.8815,55.22,70,7,0.43,clear sky
374,Ulladulla,AU,-35.35,150.4667,63.5,82,95,5.73,overcast clouds
375,Scarborough,GB,54.2797,-0.4044,51.37,68,25,14,scattered clouds
376,Energeticheskiy,KZ,43.4278,77.0222,36.16,80,100,2.1,overcast clouds
377,Santiago De Cao,PE,-7.9589,-79.2392,64.53,94,100,6.91,fog
378,Serowe,BW,-22.3833,26.7167,78.21,37,42,9.93,scattered clouds
379,Aasiaat,GL,68.7098,-52.8699,-2.81,86,100,5.66,overcast clouds
380,Aswan,EG,24.0934,32.907,82.81,8,0,12.57,clear sky
381,Shingu,JP,33.7333,135.9833,46.81,84,38,6.6,scattered clouds
382,Batagay-Alyta,RU,67.8006,130.4114,-24.16,84,1,7.63,clear sky
383,Borogontsy,RU,62.6683,131.1683,-15.11,100,85,1.79,overcast clouds
384,Esmeraldas,BR,-19.7625,-44.3139,87.91,50,5,2.75,clear sky
385,Srednekolymsk,RU,67.45,153.6833,-12.3,98,100,1.77,overcast clouds
386,Harper,LR,4.375,-7.7169,84.87,71,26,9.91,light rain
387,A Coruna,ES,43.3713,-8.396,70.52,40,20,0,few clouds
388,Puerto Escondido,MX,15.85,-97.0667,81.43,83,0,5.75,clear sky
389,Codrington,AU,-38.2667,141.9667,60.62,72,55,4.27,broken clouds
390,Kuching,MY,1.55,110.3333,75.42,100,40,2.3,scattered clouds
391,Vyshneve,UA,50.3891,30.3705,42.17,32,0,5.21,clear sky
392,Beboto,TD,8.2668,16.939,103.01,8,3,4.43,clear sky
393,Ulaangom,MN,49.9811,92.0667,6.87,87,100,3.85,overcast clouds
394,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,93,100,33.38,mist
395,San Jose De Rio Tinto,HN,14.9333,-85.7,83.77,63,91,4.72,overcast clouds
396,Padang,ID,-0.9492,100.3543,79.54,79,100,1.74,light rain
397,Mogadishu,SO,2.0371,45.3438,80.44,78,16,18.37,few clouds
398,Sehithwa,BW,-20.4667,22.7167,78.82,50,97,5.46,overcast clouds
399,San Buenaventura,MX,27.0833,-101.5333,58.12,30,0,4.61,clear sky
400,Souillac,MU,-20.5167,57.5167,79.18,94,75,2.3,light rain
401,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,73,20,11.5,few clouds
402,Sao Joao Do Piaui,BR,-8.3581,-42.2467,88.74,42,100,4.7,overcast clouds
403,Barcelos,PT,41.5388,-8.6151,65.91,64,73,1.32,broken clouds
404,Hambantota,LK,6.1241,81.1185,80.94,94,20,2.3,few clouds
405,Svoronos,GR,40.2644,22.46,46.99,66,99,9.4,overcast clouds
406,Columbus,US,39.9612,-82.9988,53.47,91,100,20.71,moderate rain
407,Salvador,SV,13.8333,-88.9167,81,64,95,1.77,overcast clouds
408,Buraydah,SA,26.326,43.975,82.85,11,0,4.47,clear sky
409,Yulara,AU,-25.2406,130.9889,85.84,20,40,12.66,scattered clouds
410,Toyooka,JP,35.5333,134.8333,41.7,89,100,6.06,overcast clouds
411,Burnie,AU,-41.0667,145.9167,61.5,77,89,8.37,overcast clouds
412,Menongue,AO,-14.6585,17.691,72.77,71,100,3.2,overcast clouds
413,Arlit,NE,18.7369,7.3853,98.58,7,6,7.94,clear sky
414,Ust-Tsilma,RU,65.441,52.1498,30.69,84,41,10.63,scattered clouds
415,Garowe,SO,8.4054,48.4845,87.93,17,7,7,clear sky
416,Lishui,CN,28.4604,119.9103,59.25,88,100,3.04,overcast clouds
417,Aripuana,BR,-9.1667,-60.6333,79.84,78,100,2.59,overcast clouds
418,Borba,BR,-4.3878,-59.5939,86.23,62,100,4.7,overcast clouds
419,Bilibino,RU,68.0546,166.4372,-19.19,83,6,3.27,clear sky
420,Atar,MR,20.5169,-13.0499,89.96,12,3,8.77,clear sky
421,Bereda,ES,43.2686,-7.5406,63.57,62,83,2.59,light rain
422,Tevaitoa,PF,-16.7833,-151.5,82.6,72,7,16.69,clear sky
423,Sirjan,IR,29.452,55.6814,65.32,9,0,6.33,clear sky
424,Oktyabrskiy,RU,54.4815,53.471,28.76,95,100,4.94,overcast clouds
425,Red Deer,CA,52.2668,-113.802,28.89,74,40,3.44,scattered clouds
426,Lompoc,US,34.6391,-120.4579,53.53,85,100,1.01,overcast clouds
427,Kushima,JP,31.4583,131.2333,47.64,69,93,10.25,overcast clouds
428,Beringovskiy,RU,63.05,179.3167,-9.54,83,4,4.81,clear sky
429,Mugumu,TZ,-1.85,34.7,71.69,60,84,5.44,light rain
430,Vylkove,UA,45.4021,29.586,37.74,45,31,14.58,scattered clouds
431,Mosquera,CO,4.7059,-74.2302,64.49,55,75,8.05,broken clouds
432,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,84,64,90,8.32,overcast clouds
433,Hirado,JP,33.3597,129.5531,45.39,65,100,13.4,overcast clouds
434,Avallon,FR,47.4833,3.9,56.26,57,2,12.5,clear sky
435,Aksarka,RU,66.5606,67.7975,28.85,84,100,15.55,overcast clouds
436,Torbay,CA,47.6666,-52.7314,33.89,72,75,21.85,broken clouds
437,Kolyvan,RU,55.3053,82.7391,19.02,98,98,6.87,overcast clouds
438,Manta,EC,-0.95,-80.7333,76.78,94,100,3.44,light rain
439,Tahoua,NE,14.8888,5.2692,100.38,9,7,2.3,clear sky
440,Bacong,PH,9.2464,123.2956,79.95,89,99,5.97,overcast clouds
441,Kahramanmaras,TR,38,37,18.28,63,100,11.86,overcast clouds
442,Darnah,LY,32.767,22.6367,50.47,76,100,22.15,overcast clouds
443,Oktyabrskoye,RU,43.0645,44.7417,26.74,92,100,6.71,light snow
444,Tambopata,PE,-12.7333,-69.1833,78.69,89,75,3.44,moderate rain
445,Rio Grande,BR,-32.035,-52.0986,73.51,56,72,14,broken clouds
446,Saryozek,KZ,44.3583,77.9753,31.55,60,100,7.11,overcast clouds
447,College,US,64.8569,-147.8028,6.75,77,100,0,overcast clouds
448,Abu Kamal,SY,34.4506,40.9171,51.66,62,37,20.78,scattered clouds
449,Kerewan,GM,13.4898,-16.0888,99.25,12,4,8.05,clear sky
450,Atherton,GB,53.5237,-2.4935,61.99,43,0,13,clear sky
451,Ballina,AU,-28.8667,153.5667,69.76,93,100,10.36,overcast clouds
452,Buala,SB,-8.145,159.5921,80.92,77,100,4.81,overcast clouds
453,Dalvik,IS,65.9702,-18.5286,31.93,96,100,1.32,snow
454,Sitka,US,57.0531,-135.33,39.09,70,100,12.66,overcast clouds
455,Hirson,FR,49.9226,4.0826,57.42,47,0,14.25,clear sky
456,Correntina,BR,-13.3433,-44.6367,84.02,53,35,4.14,scattered clouds
457,Hamilton,US,39.1834,-84.5333,50.05,86,100,12.66,overcast clouds
458,Voh,NC,-20.9667,164.7,74.1,97,100,4.29,overcast clouds
459,Carmignano,IT,43.8114,11.0155,62.73,39,0,18.41,clear sky
460,San Antonio,US,29.4241,-98.4936,66.33,38,0,6.91,clear sky
461,Raub,MY,3.7899,101.857,75.94,91,72,0.51,broken clouds
462,Krasnoselkup,RU,65.7,82.4667,23.61,91,100,9.64,overcast clouds
463,Cockburn Town,TC,21.4612,-71.1419,78.58,71,28,19.24,scattered clouds
464,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,78.87,93,100,4.97,overcast clouds
465,Mitzic,GA,0.7821,11.549,86.5,54,73,4.03,broken clouds
466,San Carlos De Bariloche,AR,-41.1456,-71.3082,58.75,29,0,9.22,clear sky
467,Gravdal,NO,68.1214,13.5031,43.45,93,100,37.83,light rain
468,Chisec,GT,15.8167,-90.2833,82.63,83,50,1.52,scattered clouds
469,Jacareacanga,BR,-6.2222,-57.7528,82.6,74,99,2.68,overcast clouds
470,Puerto Madryn,AR,-42.7692,-65.0385,56.64,53,47,12.3,scattered clouds
471,Rivera,UY,-30.9053,-55.5508,64.76,43,0,11.95,clear sky
472,Mpanda,TZ,-6.3655,31.0409,74.68,87,99,1.92,light rain
473,Siuna,NI,13.7332,-84.7773,73.98,94,94,3.38,overcast clouds
474,Silae,PH,8.1589,125.2825,69.15,97,82,2.64,broken clouds
475,Ambilobe,MG,-13.2,49.05,76.96,92,80,3.58,light rain
476,Tautira,PF,-17.7333,-149.15,81.99,73,35,15.12,scattered clouds
477,Calama,CL,-22.4667,-68.9333,68.49,19,0,5.75,clear sky
478,Socorro,US,31.6546,-106.3033,60.87,26,0,6.91,clear sky
479,Hay River,CA,60.8156,-115.7999,13.98,85,100,4.61,mist
480,Kuytun,RU,54.3419,101.5036,5.41,97,100,4.7,overcast clouds
481,Loknya,RU,56.83,30.1467,35.65,88,1,2.3,clear sky
482,Bulaevo,KZ,54.9056,70.4439,8.26,97,71,8.41,broken clouds
483,Tacoronte,ES,28.4769,-16.4102,62.46,82,75,14,broken clouds
484,Atasu,KZ,48.6814,71.6433,4.06,99,23,3.87,few clouds
485,Ayan,RU,56.45,138.1667,4.82,94,94,6.87,overcast clouds
486,Jalu,LY,29.0331,21.5482,68.04,25,61,21.9,broken clouds
487,Salalah,OM,17.0151,54.0924,83.26,25,0,7.23,clear sky
488,Colquechaca,BO,-18.6667,-66.0167,39.29,69,100,6.35,overcast clouds
489,Beira,MZ,-19.8436,34.8389,82.49,65,75,6.91,broken clouds
490,Terrasini,IT,38.146,13.0844,58.57,57,75,8.05,broken clouds
491,Gold Coast,AU,-28,153.4333,73,87,100,12.66,overcast clouds
492,Rabo De Peixe,PT,37.8,-25.5833,57.27,83,40,16.11,scattered clouds
493,Mbandaka,CD,0.0487,18.2603,92.82,40,29,3.74,scattered clouds
494,Niquero,CU,20.0431,-77.5828,82.78,60,0,4.14,clear sky
495,Rundu,NA,-17.9333,19.7667,73,75,99,5.68,light rain
496,Bilma,NE,18.6853,12.9164,92.5,2,0,10.18,clear sky
497,Capreol,CA,46.706,-80.9225,36.55,96,100,13.8,light rain
498,Varkaus,FI,62.3153,27.873,40.3,73,18,13.87,few clouds
499,Woodland,US,38.6785,-121.7733,54.99,68,100,12.66,overcast clouds
500,Matara,LK,5.9485,80.5353,78.1,86,94,8.95,overcast clouds
501,Fuerte Olimpo,PY,-21.0415,-57.8738,80.17,74,99,5.97,overcast clouds
502,Mbanza-Ngungu,CD,-5.25,14.8667,81.79,70,39,5.08,light rain
503,Umba,RU,66.6871,34.3429,36.77,83,98,20.2,overcast clouds
504,Tacuarembo,UY,-31.7333,-55.9833,63.12,49,0,13.09,clear sky
505,Pital,CO,2.2665,-75.8044,75.61,78,97,1.54,overcast clouds
506,Hualmay,PE,-11.0964,-77.6139,73.76,73,41,9.33,scattered clouds
507,Olafsvik,IS,64.8945,-23.7142,32.25,94,100,14.47,snow
508,Kudahuvadhoo,MV,2.6708,72.8944,83.97,74,9,16.13,clear sky
509,Pisco,PE,-13.7,-76.2167,71.65,83,20,8.05,mist
510,Vangazi,LV,57.0936,24.5486,38.62,88,81,4.29,broken clouds
511,Karpogory,RU,64.0019,44.4451,32.38,84,73,13.18,broken clouds
512,Madimba,TZ,-10.4,40.3333,81.75,80,100,6.38,overcast clouds
513,Toktogul,KG,41.8708,72.9402,39.16,89,100,0.89,moderate rain
514,Hastings,GB,50.8552,0.5729,58.78,40,0,19.51,clear sky
515,Aykhal,RU,66,111.5,9.57,95,100,11.56,overcast clouds
516,Kokopo,PG,-4.352,152.2633,77.63,79,90,3.33,overcast clouds
517,Nahavand,IR,34.1885,48.377,47.21,40,2,5.82,clear sky
518,Carberry,CA,49.8689,-99.3602,25.03,85,6,7.58,clear sky
519,Wau,SS,7.7029,27.9953,101.14,12,78,5.77,broken clouds
520,Hirna,ET,9.2167,41.1,74.37,35,90,6.42,overcast clouds
521,Kamenka,RU,51.3223,42.7678,20.91,93,47,4.34,scattered clouds
522,Halifax,CA,44.6453,-63.5724,39.09,63,100,6.91,overcast clouds
523,Naryan-Mar,RU,67.6713,53.087,26.28,85,9,17.43,clear sky
524,Tongchuan,CN,35.0806,109.0897,43.18,64,73,2.08,broken clouds
525,Ovre Ardal,NO,61.3167,7.8,39.54,82,100,1.57,overcast clouds
526,Semnan,IR,35.5729,53.3971,52.05,29,2,4.59,clear sky
527,Tres Arroyos,AR,-38.3739,-60.2798,66.87,23,7,7.94,clear sky
528,Bose,IT,45.4612,8.0137,57.29,48,9,5.08,clear sky
529,Sisimiut,GL,66.9395,-53.6735,-4.23,82,82,3.11,broken clouds
530,Iquique,CL,-20.2208,-70.1431,68.04,62,13,9.13,few clouds
531,Jining,CN,35.405,116.5814,35.94,53,50,3.42,scattered clouds
532,Kyaka,TZ,-1.2522,31.4203,79.7,50,37,7.16,scattered clouds
533,Shu,KZ,43.5983,73.7614,36.79,67,100,6.22,overcast clouds
534,Ngawen,ID,-7.0032,111.3129,75.06,95,100,5.68,overcast clouds
535,Hanstholm,DK,57.1167,8.6167,51.62,55,0,3.65,clear sky
536,Berkak,NO,62.825,10.0118,39.67,89,83,8.63,broken clouds
537,Najran,SA,17.4924,44.1277,75.85,16,80,16.6,broken clouds
538,Bima,ID,-8.4667,118.7167,76.44,95,100,3.51,overcast clouds
539,Ponta Delgada,PT,37.7333,-25.6667,58.5,62,40,16.11,scattered clouds
540,Benghazi,LY,32.1167,20.0667,60.26,51,100,26.78,overcast clouds
541,Mapimi,MX,25.8167,-103.85,57.54,30,0,6.6,clear sky
542,Mgandu,TZ,-5.95,34.1333,67.91,90,100,4.03,light rain
543,Leningradskiy,RU,69.3833,178.4167,-10.28,73,4,7.14,clear sky
544,Nabire,ID,-3.3667,135.4833,76.5,92,97,3.24,overcast clouds
545,Bathsheba,BB,13.2167,-59.5167,83.01,69,75,24.16,broken clouds
546,Tutoia,BR,-2.7619,-42.2744,81.52,81,100,5.17,overcast clouds
547,Astoria,US,46.1879,-123.8313,45.86,94,20,5.75,few clouds
548,Mareeba,AU,-17,145.4333,74.12,88,99,2.21,overcast clouds
549,Mehamn,NO,71.0357,27.8492,35.78,72,73,34.69,light rain
550,Itarema,BR,-2.9248,-39.9167,86.02,64,95,9.37,overcast clouds
551,Virginia Beach,US,36.8529,-75.978,74.01,65,46,13.11,scattered clouds
552,Srivardhan,IN,18.0333,73.0167,79.47,78,5,4.85,clear sky
553,Sibu,MY,2.3,111.8167,75.51,100,40,3.44,scattered clouds
554,Jatai,BR,-17.8814,-51.7144,82.8,62,5,4.52,clear sky
555,Ondjiva,AO,-17.0667,15.7333,85.32,34,87,7.81,overcast clouds
556,Dzilam Gonzalez,MX,21.2833,-88.9333,84.83,60,13,8.5,few clouds
557,Magdagachi,RU,53.45,125.8,-8.36,96,58,2.46,broken clouds
558,Coolum Beach,AU,-26.5333,153.1,71.11,98,52,9.69,light rain
559,Obzor,BG,42.8167,27.8833,39.42,51,53,18.34,broken clouds
560,Charters Towers,AU,-20.1,146.2667,72.45,76,11,9.1,few clouds
561,Great Yarmouth,GB,52.6083,1.7305,54.41,70,0,20.15,clear sky
562,Coracao De Jesus,BR,-16.6853,-44.365,86.45,38,3,3.87,clear sky
563,Saint John,CA,45.2727,-66.0677,35.6,82,100,11.5,snow
564,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,75.83,42,0,8.95,clear sky
565,Armizonskoye,RU,55.9461,67.6736,13.06,95,51,11.79,broken clouds
566,Freising,DE,48.4035,11.7488,50.41,37,0,11.5,clear sky
567,Caravelas,BR,-17.7125,-39.2481,85.84,56,17,7.74,few clouds
568,Byron Bay,AU,-28.65,153.6167,69.69,76,99,16.6,overcast clouds
569,Shitkino,RU,56.3703,98.3543,19.29,93,100,10,light snow
570,Veraval,IN,20.9,70.3667,78.4,71,1,12.73,clear sky
571,Perivolion,GR,39.4206,20.0147,54.95,40,19,4.43,few clouds
572,Zachary,US,30.6485,-91.1565,61.74,64,0,9.22,clear sky
573,Belaya Gora,RU,68.5333,146.4167,-17.93,100,100,3.18,overcast clouds
574,Weligama,LK,5.9667,80.4167,78.48,85,95,9.24,overcast clouds
575,Stokmarknes,NO,68.5646,14.9108,39.79,98,100,4.41,light rain
576,Laguna,US,38.421,-121.4238,55.11,75,40,9.22,scattered clouds
577,Beyneu,KZ,45.3167,55.2,30.09,47,0,8.63,clear sky
578,Krasnyy Chikoy,RU,50.3643,108.7512,-1.97,100,28,2.59,scattered clouds
579,Jieshou,CN,33.2634,115.3611,42.75,70,100,7,overcast clouds
580,Gua Musang,MY,4.8823,101.9644,74.03,99,100,1.3,overcast clouds
581,Karaton,ID,-6.3424,106.1045,75.16,93,96,5.75,overcast clouds
582,Haines Junction,CA,60.7522,-137.5108,15.75,79,92,3.44,overcast clouds
583,Mitsamiouli,KM,-11.3847,43.2844,86.29,74,20,5.75,light rain
584,Gobo,JP,33.8833,135.15,49.95,84,62,12.5,broken clouds
585,Tselinnoye,RU,53.0833,85.6667,9.05,98,89,5.55,overcast clouds
586,Olinda,BR,-8.0089,-34.8553,85.73,66,40,11.5,scattered clouds
587,Rotterdam,NL,51.9225,4.4792,58.91,37,0,19.57,clear sky
588,Lahat,ID,-3.8,103.5333,74.48,86,100,2.21,heavy intensity rain
589,Dombarovskiy,RU,50.7587,59.5386,-5.4,96,4,2.04,clear sky
590,Mundo Nuevo,MX,18.7,-95.5,73.8,86,100,17.67,overcast clouds
591,Knysna,ZA,-34.0363,23.0471,73.78,79,1,8.46,clear sky
592,Pedro Carbo,EC,-1.8333,-80.2333,75.6,93,100,1.54,light rain
593,Russell,US,32.3502,-85.1999,61.88,66,20,9.22,few clouds
594,Makat,KZ,47.6469,53.3463,22.66,94,98,8.03,overcast clouds
595,Mandalgovi,MN,45.7625,106.2708,14,71,8,12.3,clear sky
596,Margate,GB,51.3813,1.3862,55.31,64,0,5.99,clear sky
597,Yagodnoye,RU,62.55,149.6667,-12.05,97,18,3.36,few clouds
598,Goma,CD,-1.6792,29.2228,70.18,73,63,2.06,broken clouds
599,Helong,CN,42.5397,128.9972,14.7,92,47,4.23,scattered clouds
600,Maralal,KE,1.0968,36.698,72.54,37,51,16.42,broken clouds
601,Quatre Cocos,MU,-20.2078,57.7625,82.09,81,45,3.53,light rain
602,Baykit,RU,61.67,96.37,21.83,93,100,7.49,overcast clouds
603,Nibbar,TN,36.2941,8.7666,48.88,93,40,8.05,scattered clouds
604,Yar-Sale,RU,66.8333,70.8333,28.9,87,100,12.97,overcast clouds
605,Pacifica,US,37.6138,-122.4869,53.53,83,100,6.91,mist
606,Pombia,IT,45.653,8.6336,57.96,41,0,9.22,clear sky
607,Havelock,US,34.8791,-76.9013,75.97,79,40,13.8,scattered clouds
608,Nelson Bay,AU,-32.7167,152.15,66,84,82,1.01,broken clouds
609,Kamennomostskiy,RU,44.2983,40.1856,30.04,87,100,13.15,light snow
610,Filadelfia,US,39.9523,-75.1638,70.27,67,40,11.5,scattered clouds
611,Miraflores,MX,19.2167,-98.8083,63.03,35,0,4.54,clear sky
612,Rio Gallegos,AR,-51.6226,-69.2181,51.85,40,20,20.71,few clouds
613,Tsumeb,NA,-19.2333,17.7167,73.51,60,65,13.6,broken clouds
614,Mildura,AU,-34.2,142.15,67.96,64,31,0,scattered clouds
615,Batangafo,CF,7.3008,18.2833,101.28,10,3,3.13,clear sky
616,Port-Gentil,GA,-0.7193,8.7815,80.56,83,20,8.05,few clouds
617,Noumea,NC,-22.2763,166.4572,75.18,80,100,3.33,overcast clouds
618,Cape Canaveral,US,28.4058,-80.6048,83.08,73,75,9.22,broken clouds
619,Waddan,LY,29.1614,16.139,81.12,13,42,24.16,scattered clouds
620,Northam,GB,51.0333,-4.2167,54.25,71,0,22.53,clear sky
621,Broken Hill,AU,-31.95,141.4333,73.11,53,0,5.75,clear sky
622,Old Saybrook,US,41.2918,-72.3762,58.71,97,100,3.44,fog
623,Jaisalmer,IN,26.9147,70.9181,89.91,11,0,14.83,clear sky
624,Paranaiba,BR,-19.6772,-51.1908,89.76,52,52,3.44,broken clouds
625,Imbituba,BR,-28.24,-48.6703,79.83,78,98,18.07,overcast clouds
626,Lucea,JM,18.451,-78.1736,81.86,64,22,12.62,few clouds
627,Kibungo,RW,-2.1597,30.5427,79.72,78,86,2.51,overcast clouds
628,Elizabeth City,US,36.2946,-76.2511,74.01,71,100,13.8,overcast clouds
629,Bakel,SN,14.905,-12.4568,102.24,10,1,3.67,clear sky
630,Kefamenanu,ID,-9.4467,124.4781,71.28,92,93,1.9,overcast clouds
631,Gazojak,TM,41.1875,61.4036,39.85,37,0,9.69,clear sky
632,Albury,AU,-36.0833,146.9167,67.01,97,31,1.01,scattered clouds
633,Phan Thiet,VN,10.9333,108.1,77.56,92,97,6.31,overcast clouds
634,La Ronge,CA,55.1001,-105.2842,26.85,68,0,2.3,clear sky
635,Owando,CG,-0.4819,15.8999,89.02,46,73,3.2,broken clouds
636,Brooks,CA,50.5834,-111.8851,30.18,80,99,3.44,overcast clouds
637,Gat,IL,31.61,34.7642,57.81,1,17,10.83,few clouds
638,Necochea,AR,-38.5473,-58.7368,64.22,43,10,15.37,clear sky
639,Xichang,CN,27.8964,102.2634,62.96,31,23,2.37,few clouds
640,Mulchen,CL,-37.7167,-72.2333,67.86,14,97,3.56,overcast clouds
641,Soyo,AO,-6.1349,12.3689,82.67,70,41,12.17,scattered clouds
642,Munger,IN,25.3833,86.4667,85.6,23,19,3.09,few clouds
643,Emba,KZ,48.8264,58.1442,-2.25,95,7,5.59,clear sky
644,Shangzhi,CN,45.2167,127.9667,7.95,96,16,1.28,few clouds
645,Kasama,ZM,-10.2129,31.1808,66.85,92,100,3.22,light rain
646,Yarensk,RU,62.1675,49.0916,32.14,84,100,8.12,overcast clouds
647,Chirongui,YT,-12.9319,45.1483,85.93,75,64,7.58,light rain
648,Moron,AR,-34.6534,-58.6198,64.98,38,6,6.2,clear sky
649,Oskarshamn,SE,57.2645,16.4484,41.5,57,0,3.87,clear sky
650,Leeton,AU,-34.5667,146.4,68.05,68,82,8.05,broken clouds
651,Belmonte,BR,-15.8631,-38.8828,83.79,63,11,7.85,few clouds
652,Zhigansk,RU,66.7697,123.3711,4.39,93,100,24.87,overcast clouds
653,Banamba,ML,13.55,-7.45,102.67,11,9,3.31,clear sky
654,Dosso,NE,13.049,3.1937,103.6,7,27,4.25,scattered clouds
655,Ninghai,CN,29.2892,121.4247,48.04,90,100,3.36,overcast clouds
656,Cabra,ES,37.4725,-4.4421,61.18,52,75,1.59,broken clouds
657,Segovia,ES,41.1667,-4,50.43,51,87,4.74,overcast clouds
658,Samarai,PG,-10.6167,150.6667,83.16,78,93,10.16,overcast clouds
659,Moranbah,AU,-22.0016,148.0466,70.47,80,5,10.02,clear sky
660,Pierre,US,44.3683,-100.351,46.85,50,0,11.5,clear sky
661,Anadyr,RU,64.75,177.4833,-3.5,71,75,2.24,broken clouds
662,Akom,CM,2.6678,12.7109,83.8,51,59,3.91,broken clouds
663,Cunha,BR,-23.0744,-44.9597,86.74,51,51,0.98,broken clouds
664,Beaver Falls,US,40.752,-80.3192,62.96,79,100,15.01,overcast clouds
665,Itirapina,BR,-22.2528,-47.8228,82.99,58,100,1.77,overcast clouds
666,Sinnamary,GF,5.3833,-52.95,79.88,83,54,12.91,broken clouds
667,Ngunguru,NZ,-35.6167,174.5,67.51,77,100,21.56,overcast clouds
668,Portales,US,34.1862,-103.3344,50.94,21,0,9.04,clear sky
669,San Cristobal,VE,7.7669,-72.225,73.58,59,95,6.51,overcast clouds
670,Abonnema,NG,4.7084,6.7931,90.55,52,100,13.58,overcast clouds
671,Sarakhs,IR,36.5449,61.1577,46.54,57,9,4.61,clear sky
672,Flin Flon,CA,54.7682,-101.865,28.24,93,20,6.91,few clouds
673,Ust-Omchug,RU,61.15,149.6333,-8.81,99,90,2.68,overcast clouds
674,Goderich,CA,43.7501,-81.7165,47.91,87,100,8.05,overcast clouds
675,Edson,CA,53.5835,-116.4356,24.94,74,0,3.44,clear sky
676,Parrita,CR,9.5201,-84.3225,85.19,62,100,4.38,overcast clouds
677,Oksfjord,NO,70.2396,22.3479,37.99,76,100,32.44,overcast clouds
678,Tignere,CM,7.3667,12.65,93.11,8,4,5.86,clear sky
679,Lipin Bor,RU,60.2622,37.9763,33.28,88,95,9.06,overcast clouds
680,Khani,GE,41.9563,42.9566,29.77,96,99,1.99,overcast clouds
681,Meulaboh,ID,4.1363,96.1285,76.89,87,100,2.62,overcast clouds
